ID,calle_colo,delegacion,cp,tipo,precio,moneda,lat,lon,AREA_CONST,RECAMARAS,BANOS,No_de_piso,Edad_inmue,Jardin,Cisterna,Seguridad,Zona priva,Alberca,Lavanderí,Terraza,Gimnasio,Cuarto de,Chimenea,Sótano,Aire acond,Elevador,Urbanizado,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,TIPOMZA,CVE_MZA1,CPV_VIVTOT,CPV_VPH_C_,CPV_VPH_AE,CPV_VPH_DR,CPV_VPH__1,CPV_Prop_e,CPV_Prop_a,CPV_Prop_d,CPV_Prop_s
28722578,Garcia Diego #299,Cuauhtémoc,6720,Departamento,"1,700,000",MXN,19.416924999999999,-99.15379,60,2,1,1,25,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,1125,007,Típica,01500011125007,115.000000000000000,111,111,111,111,96.521739130434796,96.521739130434796,96.521739130434796,96.521739130434796
28690951,Gobernador Agustín Vicente Eguia #47,Miguel Hidalgo,11850,Departamento,"8,500,000",MXN,19.407639899999999,-99.1882113,125,2,3,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,1160,005,Típica,01600011160005,36.000000000000000,33,33,33,33,91.666666666666700,91.666666666666700,91.666666666666700,91.666666666666700
28774805,Hamburgo 322 #322,Cuauhtémoc,6600,Departamento,"6,900,000",MXN,19.421783800000000,-99.1738244,140,2,2,1,10,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,0983,008,Típica,01500010983008,85.000000000000000,46,46,46,46,54.117647058823501,54.117647058823501,54.117647058823501,54.117647058823501
28641555,Juan Sebastian Bach,Gustavo A. Madero,7870,Departamento,"2,025,000",MXN,19.466109599999999,-99.1362003,51,1,0,1,3,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,005,0001,174A,004,Típica,0050001174A004,146.000000000000000,62,62,62,62,42.465753424657493,42.465753424657493,42.465753424657493,42.465753424657493
28517312,Lafayette,Miguel Hidalgo,11590,Departamento,"8,500,000",MXN,19.432831600000000,-99.1763979,145,2,3,1,23,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0707,009,Típica,01600010707009,112.000000000000000,98,98,98,98,87.500000000000000,87.500000000000000,87.500000000000000,87.500000000000000
28721560,Lago Ilopango #207,Miguel Hidalgo,11280,Departamento,"4,696,380",MXN,19.458416000000000,-99.19607,116,3,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0139,016,Típica,01600010139016,46.000000000000000,44,44,44,44,95.652173913043498,95.652173913043498,95.652173913043498,95.652173913043498
27434451,Lago Neuchatel,Miguel Hidalgo,11520,Departamento,"5,800,000",MXN,19.443829200000000,-99.2013129,127,3,2,1,15,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0444,010,Típica,01600010444010,782.000000000000000,737,737,737,737,94.245524296675200,94.245524296675200,94.245524296675200,94.245524296675200
28543680,Laguna del Carmen,Miguel Hidalgo,11320,Departamento,"2,350,000",MXN,19.448373325147674,-99.17400673,57,3,1,5,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,029A,015,Típica,0160001029A015,321.000000000000000,288,288,288,288,89.719626168224295,89.719626168224295,89.719626168224295,89.719626168224295
28823831,Lamartine 152 #152,Miguel Hidalgo,11560,Departamento,"7,900,000",MXN,19.436055800000009,-99.18950105,111,2,2,1,30,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,0660,009,Típica,01600010660009,292.000000000000000,203,203,203,203,69.520547945205493,69.520547945205493,69.520547945205493,69.520547945205493
28531160,Leandro Valle,Cuauhtémoc,6010,Departamento,"3,345,000",MXN,19.438593699999998,-99.1342656,114,2,2,1,95,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,0644,006,Típica,01500010644006,428.000000000000000,293,292,292,292,68.457943925233593,68.224299065420595,68.224299065420595,68.224299065420595
28332207,,Miguel Hidalgo,11000,Departamento,"699,000",USD,19.439186253300001,-99.22251046,226,3,3,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,0514,001,Contenedora,01600010514001,95.000000000000000,76,76,76,76,80.000000000000000,80.000000000000000,80.000000000000000,80.000000000000000
28781854,Martin Mendalde #1761,Benito Juárez,3240,Departamento,"6,900,000",MXN,19.361354916664677,-99.17133031,195,3,2,1,49,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0948,003,Típica,01400010948003,265.000000000000000,173,173,173,173,65.283018867924497,65.283018867924497,65.283018867924497,65.283018867924497
28772234,Martin Mendalde,Benito Juárez,3104,Departamento,"6,900,000",MXN,19.374863000000001,-99.1693946,195,3,2,1,41,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0740,001,Típica,01400010740001,133.000000000000000,110,110,110,110,82.706766917293194,82.706766917293194,82.706766917293194,82.706766917293194
27398915,Mitla,Benito Juárez,3023,Departamento,"6,975,150",MXN,19.385226100000001,-99.1504056,73,2,2,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0435,004,Típica,01400010435004,21.000000000000000,17,17,17,17,80.952380952380906,80.952380952380906,80.952380952380906,80.952380952380906
28543049,ORIENTE 237 #152 Edif A,Iztacalco,8500,Departamento,"2,193,000",MXN,19.392349500000002,-99.0709315,64,2,1,1,7,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,006,0001,0359,016,Contenedora,00600010359016,107.000000000000000,100,100,100,100,93.457943925233593,93.457943925233593,93.457943925233593,93.457943925233593
28546783,palacio escorial,Miguel Hidalgo,11930,Departamento,"16,600,000",MXN,19.401637500000000,-99.2348641,350,3,3,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,016,0001,1279,007,Típica,01600011279007,58.000000000000000,32,32,32,32,55.172413793103402,55.172413793103402,55.172413793103402,55.172413793103402
28811574,PALACIO ESCORIAL,Miguel Hidalgo,11930,Departamento,"8,850,000",MXN,19.401640900000000,-99.2348447,120,2,2,1,4,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,09,016,0001,1279,007,Típica,01600011279007,58.000000000000000,32,32,32,32,55.172413793103402,55.172413793103402,55.172413793103402,55.172413793103402
28566971,Park Plaza,Álvaro Obregón,1210,Departamento,"9,900,000",MXN,19.364455899999999,-99.2597087,190,2,2,1,8,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,2358,018,Típica,01000012358018,52.000000000000000,52,52,52,52,100.000000000000000,100.000000000000000,100.000000000000000,100.000000000000000
28822249,Paseo de los Laureles 404 #404,Cuajimalpa de Morelos,5100,Departamento,"11,050,000",MXN,19.379563900000001,-99.2661971,305,4,3,1,23,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0195,087,Contenida,00400010195087,62.000000000000000,49,47,49,49,79.032258064516100,75.806451612903203,79.032258064516100,79.032258064516100
28822249,Paseo de los Laureles 404 #404,Cuajimalpa de Morelos,5100,Departamento,"11,050,000",MXN,19.379563900000001,-99.2661971,305,4,3,1,23,VERDADERO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0195,020,Contenedora,00400010195020,352.000000000000000,339,334,338,335,96.306818181818201,94.886363636363598,96.022727272727295,95.170454545454518
28534056,Pennsylvania,Benito Juárez,3840,Departamento,"4,500,000",MXN,19.387460900000001,-99.1775929,60,2,2,1,4,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,037A,009,Típica,0140001037A009,173.000000000000000,156,156,156,156,90.173410404624306,90.173410404624306,90.173410404624306,90.173410404624306
28136474,PENTHOUSE CON 2 RECAMARAS Y ROOF PRIVADO EN CALLE TRANQUILA #134Int. 303,Miguel Hidalgo,11560,Departamento,"9,345,000",MXN,19.435653929130996,-99.18350745,165,2,2,3,1,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,016,0001,068A,017,Típica,0160001068A017,135.000000000000000,106,106,106,106,78.518518518518519,78.518518518518519,78.518518518518519,78.518518518518519
28832029,PENTHOUSE CON ROOF PRIVADO ROMA NORTEInt. 104,Cuauhtémoc,6700,Departamento,"8,976,790",MXN,19.410939854672304,-99.16349314,172,2,2,1,1,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,1360,008,Típica,01500011360008,86.000000000000000,82,82,82,82,95.348837209302303,95.348837209302303,95.348837209302303,95.348837209302303
28635481,PENTHOUSE CON ROOF PRIVADO Y ESTUDIO,Benito Juárez,3303,Departamento,"5,200,000",MXN,19.366483393398511,-99.14936903,132,2,2,4,1,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0863,031,Típica,01400010863031,38.000000000000000,37,36,37,37,97.368421052631604,94.736842105263193,97.368421052631604,97.368421052631604
27872291,Periférico,Coyoacán,4700,Departamento,"5,550,000",MXN,19.303663381800000,-99.17711578,106,3,2,1,5,VERDADERO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,003,0001,1783,035,Típica,00300011783035,331.000000000000000,178,172,178,178,53.776435045317200,51.963746223565003,53.776435045317200,53.776435045317200
24668493,PLUTARCO E. CALLES  #21Int. 1,Iztacalco,8400,Departamento,"2,174,848",MXN,19.397144694785037,-99.09991438,47,2,1,1,1,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,006,0001,0132,015,Típica,00600010132015,155.000000000000000,132,132,132,132,85.161290322580598,85.161290322580598,85.161290322580598,85.161290322580598
27098264,Po de Las Galias 15 #15,Iztapalapa,9890,Departamento,"1,850,000",MXN,19.322028400000001,-99.0967708,60,2,1,4,30,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,007,0001,1941,022,Típica,00700011941022,70.000000000000000,65,65,65,65,92.857142857142890,92.857142857142890,92.857142857142890,92.857142857142890
28488016,Popotla #43,Álvaro Obregón,1090,Departamento,"4,450,000",MXN,19.332913782847186,-99.20820056,100,3,2,3,16,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,1237,023,Típica,01000011237023,104.000000000000000,103,103,103,103,99.038461538461505,99.038461538461505,99.038461538461505,99.038461538461505
28762803,,Benito Juárez,3570,Departamento,"4,959,666",MXN,19.363888700000000,-99.1517173,69,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0990,009,Típica,01400010990009,64.000000000000000,47,47,47,47,73.437500000000000,73.437500000000000,73.437500000000000,73.437500000000000
28148926,Prol. Bosques de Reforma,Cuajimalpa de Morelos,5120,Departamento,"35,000,000",MXN,19.389783800000000,-99.2602318,423,3,3,1,4,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,09,004,0001,0176,015,Típica,00400010176015,280.000000000000000,270,266,268,266,96.428571428571402,95.000000000000000,95.714285714285694,95.000000000000000
28661123,Prolongación Calle Carlos Echanove,Cuajimalpa de Morelos,5320,Departamento,"12,500,000",MXN,19.361720300000002,-99.2834093,244,2,2,1,50,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0104,015,Contenedora,00400010104015,170.000000000000000,158,158,158,158,92.941176470588204,92.941176470588204,92.941176470588204,92.941176470588204
28593742,Prolongación Paseo de la Reforma,Álvaro Obregón,1310,Departamento,"3,700,000",MXN,19.379264700000000,-99.2541168,65,2,2,1,7,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,1379,025,Típica,01000011379025,339.000000000000000,288,280,288,286,84.955752212389399,82.595870206489707,84.955752212389399,84.365781710914518
28686940,Rafael Delgado,Cuauhtémoc,6800,Departamento,"1,708,600",MXN,19.409949699999999,-99.1387533,40,1,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,1407,005,Típica,01500011407005,109.000000000000000,106,106,106,106,97.247706422018396,97.247706422018396,97.247706422018396,97.247706422018396
28686943,Rafael Delgado,Cuauhtémoc,6800,Departamento,"1,688,800",MXN,19.409949699999999,-99.1387533,39,1,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,1407,005,Típica,01500011407005,109.000000000000000,106,106,106,106,97.247706422018396,97.247706422018396,97.247706422018396,97.247706422018396
26997184,Rébsamen,Benito Juárez,3020,Departamento,"8,350,000",MXN,19.395738200000000,-99.1587829,122,3,2,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0064,017,Típica,01400010064017,171.000000000000000,155,155,155,155,90.643274853801202,90.643274853801202,90.643274853801202,90.643274853801202
27923502,Rébsamen,Benito Juárez,3020,Departamento,"7,400,000",MXN,19.395738200000000,-99.1587829,122,3,2,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0064,017,Típica,01400010064017,171.000000000000000,155,155,155,155,90.643274853801202,90.643274853801202,90.643274853801202,90.643274853801202
28723950,Retorno 701 #110,Coyoacán,4450,Departamento,"3,000,000",MXN,19.334671000000000,-99.14039,60,2,1,1,15,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,003,0001,0484,018,Típica,00300010484018,30.000000000000000,28,28,28,28,93.333333333333300,93.333333333333300,93.333333333333300,93.333333333333300
28659297,Rio de la Magdalena 200 - 23,Álvaro Obregón,1090,Departamento,"12,500,000",MXN,19.337614700000000,-99.194878,231,3,3,1,15,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,1241,013,Típica,01000011241013,117.000000000000000,107,107,107,107,91.452991452991498,91.452991452991498,91.452991452991498,91.452991452991498
28660151,Río Guadalquivir 100,Cuauhtémoc,6500,Departamento,"5,990,000",MXN,19.430132199999999,-99.1691413,86,2,2,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,0822,004,Típica,01500010822004,103.000000000000000,62,62,62,62,60.194174757281601,60.194174757281601,60.194174757281601,60.194174757281601
28660725,Rio Rhin 100,Cuauhtémoc,6500,Departamento,"4,500,000",MXN,19.430132199999999,-99.1691413,100,2,1,1,42,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,0822,004,Típica,01500010822004,103.000000000000000,62,62,62,62,60.194174757281601,60.194174757281601,60.194174757281601,60.194174757281601
28528902,Roma Norte,Cuauhtémoc,6700,Departamento,"5,181,660",MXN,19.418525599999999,-99.163549,78,2,2,1,1,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,1002,015,Típica,01500011002015,24.000000000000000,19,19,19,19,79.166666666666700,79.166666666666700,79.166666666666700,79.166666666666700
28796290,San Bernabé,La Magdalena Contreras,10200,Departamento,"3,450,000",MXN,19.329469100000001,-99.2293775,135,3,2,1,31,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,008,0001,0118,009,Típica,00800010118009,328.000000000000000,313,313,313,313,95.426829268292707,95.426829268292707,95.426829268292707,95.426829268292707
27910829,San Lorenzo 1009 #1009,Benito Juárez,3104,Departamento,"5,710,000",MXN,19.372381600000001,-99.1642556,74,2,2,1,1,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0755,011,Típica,01400010755011,18.000000000000000,15,15,15,15,83.333333333333300,83.333333333333300,83.333333333333300,83.333333333333300
27912757,San Lorenzo 1009 #1009,Benito Juárez,3104,Departamento,"6,900,000",MXN,19.372381600000001,-99.1642556,91,2,2,1,1,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,014,0001,0755,011,Típica,01400010755011,18.000000000000000,15,15,15,15,83.333333333333300,83.333333333333300,83.333333333333300,83.333333333333300
28661933,Santa Maria la Ribera  200 - 202,Cuauhtémoc,6400,Departamento,"3,228,642",MXN,19.446827899999999,-99.1594532,50,1,1,1,2,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,015,0001,0555,011,Típica,01500010555011,150.000000000000000,113,113,113,113,75.333333333333300,75.333333333333300,75.333333333333300,75.333333333333300
28081657,SECCION F,Álvaro Obregón,1480,Departamento,"1,680,000",MXN,19.370914899999999,-99.1923033,63,3,1,2,1,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,010,0001,0648,011,Edificio-Manzana,01000010648011,48.000000000000000,42,42,42,42,87.500000000000000,87.500000000000000,87.500000000000000,87.500000000000000
28661334,Segunda Cerrada del Moral 100,Álvaro Obregón,1700,Departamento,"5,800,000",MXN,19.341893700000000,-99.2245237,157,3,3,1,27,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,010,0001,1171,055,Típica,01000011171055,580.000000000000000,526,525,525,525,90.689655172413794,90.517241379310306,90.517241379310306,90.517241379310306
28669216,SUIT EN REFORMA CON AMENIDADES PARA INVERSIONISTAS,Cuauhtémoc,6600,Departamento,"2,300,000",MXN,19.435120383854457,-99.15144329,30,1,1,1,1,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,015,0001,0729,006,Típica,01500010729006,248.000000000000000,106,106,106,106,42.741935483871003,42.741935483871003,42.741935483871003,42.741935483871003
28588547,Tízoc,Azcapotzalco,2000,Departamento,"2,130,000",MXN,19.479664900000000,-99.1857844,50,2,1,1,1,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,002,0001,0311,025,Típica,00200010311025,56.000000000000000,49,49,49,49,87.500000000000000,87.500000000000000,87.500000000000000,87.500000000000000
28662410,Vasco de Quiroga 3900,Cuajimalpa de Morelos,5320,Departamento,"9,000,000",MXN,19.361720300000002,-99.2834093,240,3,3,1,20,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,09,004,0001,0104,015,Contenedora,00400010104015,170.000000000000000,158,158,158,158,92.941176470588204,92.941176470588204,92.941176470588204,92.941176470588204
28019601,Vasco de Quiroga 4309 #4309,Cuajimalpa de Morelos,5348,Departamento,"8,900,000",MXN,19.356393199999999,-99.2838601,175,3,4,3,10,FALSO,VERDADERO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,09,004,0001,0369,075,Contenedora,00400010369075,15.000000000000000,15,15,15,15,100.000000000000000,100.000000000000000,100.000000000000000,100.000000000000000
28583528,Victor Hugo,Benito Juárez,3303,Departamento,"3,950,000",MXN,19.370851399999999,-99.1501542,153,2,2,1,9,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,09,014,0001,0774,002,Típica,01400010774002,127.000000000000000,105,106,106,105,82.677165354330711,83.464566929133895,83.464566929133895,82.677165354330711
24668140,ZARAGOZA  #838Int. 01,Venustiano Carranza,15750,Departamento,"1,831,875",MXN,19.409783495425778,-99.07764667,53,2,1,5,1,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,09,017,0001,1295,021,Típica,01700011295021,233.000000000000000,146,146,146,146,62.660944206008601,62.660944206008601,62.660944206008601,62.660944206008601
99999999,,,,,,,19.4274124,-99.1666346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
